110,1082
85,720
115,443
140,3323
170,1185
120,5706
160,621
145,315
150,1058
130,2077
125,2396
90,1649
100,2724
80,1148
95,954
180,426
70,422
105,418
175,725
65,129
165,262
135,710
195,28
75,340
155,125
60,251
50,24
30,3
190,43
55,20
200,77
185,23
240,7
260,30
40,5
45,14
210,10
0,56
230,2
215,4
205,5
220,1
